date,close
2013-01-02,98.22778898548336
2013-01-03,98.21937557368561
2013-01-04,98.83133452706346
2013-01-07,98.10071071545255
2013-01-08,99.15506323839067
2013-01-09,97.08730992911875
2013-01-10,97.44923786383067
2013-01-11,97.58698002151715
2013-01-14,96.93936719454823
2013-01-15,97.71409245852627
2013-01-16,98.6010318020442
2013-01-17,98.53623298722039
2013-01-18,96.28070406385787
2013-01-21,96.95461138239737
2013-01-22,97.01313589945974
2013-01-23,94.30168190754843
2013-01-24,94.66537013919893
2013-01-25,96.30220035865293
2013-01-28,95.45197884682663
2013-01-29,96.22852684291635
2013-01-30,96.80893856469203
2013-01-31,96.06489449349515
2013-02-01,96.65113369573915
2013-02-04,97.8769836330875
2013-02-05,98.97345682360579
2013-02-06,99.05995634814909
2013-02-07,99.2773420446328
2013-02-08,98.59817616740668
2013-02-11,98.45144859017716
2013-02-12,98.53688128853547
2013-02-13,98.85964164432534
2013-02-14,97.2728966902033
2013-02-15,97.36933551465651
2013-02-18,97.92421997611936
2013-02-19,96.86497927439225
2013-02-20,96.81850814934113
2013-02-21,98.84634087375679
2013-02-22,97.1777825512483
2013-02-25,98.4642661074972
2013-02-26,97.23183617890857
2013-02-27,98.3357304237299
2013-02-28,98.55281132872851
2013-03-01,98.92970651130267
2013-03-04,98.15214056208843
2013-03-05,98.32315088261032
2013-03-06,97.08498590941792
2013-03-07,97.47780345679836
2013-03-08,95.95077445174266
2013-03-11,95.84102764275208
2013-03-12,94.94028013700922
2013-03-13,94.19946900945486
2013-03-14,93.57781606740663
2013-03-15,93.85133927857292
2013-03-18,94.0404273642936
2013-03-19,93.77619621227886
2013-03-20,93.73608286419739
2013-03-21,93.2822562896729
2013-03-22,92.62058646381645
2013-03-25,91.89925699867662
2013-03-26,93.50536977153813
2013-03-27,93.83484970741443
2013-03-28,95.3197254755563
2013-03-29,95.41855726033293
2013-04-01,93.74464921269067
2013-04-02,92.61582289866112
2013-04-03,92.06628493785777
2013-04-04,93.23707498825972
2013-04-05,93.37562506084775
2013-04-08,93.33753377444953
2013-04-09,93.97918055805744
2013-04-10,92.0450786140848
2013-04-11,91.57222468319578
2013-04-12,91.84761705628303
2013-04-15,90.54320320333183
2013-04-16,90.11001418063465
2013-04-17,90.00796355930666
2013-04-18,89.16267829687975
2013-04-19,89.06356646567748
2013-04-22,89.1186894388953
2013-04-23,89.15519861500535
2013-04-24,89.0138224130126
2013-04-25,89.18078713908908
2013-04-26,88.79430040931133
2013-04-29,88.408241592524
2013-04-30,88.93803661625338
2013-05-01,89.09690873538939
2013-05-02,88.96686668500209
2013-05-03,88.69544642400791
2013-05-06,89.72498840422926
2013-05-07,90.63046412821444
2013-05-08,89.66925754225136
2013-05-09,90.38639690407011
2013-05-10,90.02915302717095
2013-05-13,90.3279029798115
2013-05-14,89.83939482755771
2013-05-15,90.76071006008544
2013-05-16,90.44924716658232
2013-05-17,89.3103821332648
2013-05-20,89.61442939543713
2013-05-21,88.95490983261337
2013-05-22,90.26377389979788
2013-05-23,90.15937226223959
2013-05-24,89.59341548271556
2013-05-27,89.85206013251585
2013-05-28,90.10480796237722
2013-05-29,90.75222486299201
2013-05-30,90.60074690587709
2013-05-31,91.10151551954527
2013-06-03,91.38927520546132
2013-06-04,92.67742266698062
2013-06-05,92.5592655448903
2013-06-06,91.13237105304178
2013-06-07,91.00144349296434
2013-06-10,92.1686544595707
2013-06-11,90.81151551811584
2013-06-12,91.48373959097884
2013-06-13,90.80032178518756
2013-06-14,91.87446587561183
2013-06-17,91.93277358095663
2013-06-18,90.55914521830253
2013-06-19,92.47878607988807
2013-06-20,93.5975838202214
2013-06-21,94.22578536217311
2013-06-24,93.02755993941912
2013-06-25,92.61291971364395
2013-06-26,92.8351430613964
2013-06-27,92.8168998813054
2013-06-28,92.61278734669406
2013-07-01,92.64762048033528
2013-07-02,92.65177509764213
2013-07-03,94.85973682706519
2013-07-04,95.17909814656905
2013-07-05,94.2208431702709
2013-07-08,94.10619621056834
2013-07-09,93.8812775121949
2013-07-10,94.21709355393808
2013-07-11,94.2309352151412
2013-07-12,96.24029493073202
